7,16,24
7,20,21
7,19,21
3,7,30
7,9,27
7,18,22
7,14,26
4,7,29
7,12,26
7,19,22
7,15,26
7,21,23
7,22,23
1,7,31
7,13,24
7,12,25
7,20,24
7,18,25
7,17,25
7,21,24
7,22,24
7,19,24
7,19,25
7,9,28
7,13,27
7,16,26
1,10,15
2,10,15
1,10,14
1,10,21
1,10,16
6,9,10
2,10,13
3,10,12
5,10,17
5,10,12
4,10,18
6,10,16
9,10,13
8,10,14
2,10,20
3,10,19
3,10,13
2,10,14
4,10,12
4,10,13
3,10,14
8,9,10
10,15,23
10,15,24
10,15,22
10,16,23
10,13,23
10,17,23
10,20,21
10,14,23
10,12,23
10,19,22
1,10,30
1,10,29
10,18,21
8,10,25
10,13,25
10,19,20
10,17,22
10,12,25
5,10,27
5,10,28
4,10,28
6,10,26
3,10,29
10,12,24
3,10,28
10,14,22
9,10,27
2,10,28
10,19,21
10,18,22
10,13,24
10,14,24
10,17,21
10,16,21
6,10,27
4,10,29
10,18,20
4,10,27
2,10,29
9,10,26
10,16,22
8,10,27
10,15,25
10,18,23
10,22,23
10,20,23
10,19,23
10,21,22
10,21,23
10,20,22
9,10,25
10,17,24
10,14,25
10,18,24
10,16,24
10,19,24
10,16,25
8,10,26
6,10,28
10,13,26
10,12,26
1,9,15
1,15,16
4,6,15
2,8,15
5,12,15
5,6,15
4,13,15
3,14,15
8,9,15
2,9,15
3,8,15
3,9,15
4,8,15
1,8,23
1,2,23
1,3,23
4,5,23
3,6,23
1,5,19
1,3,21
1,6,18
1,4,20
1,8,16
1,2,22
1,6,25
1,5,26
1,5,20
1,5,21
1,3,28
1,13,18
1,14,17
1,9,22
1,4,27
1,12,19
1,2,29
1,2,24
1,4,21
1,6,19
1,12,13
1,9,16
1,8,17
1,3,22
1,8,18
1,6,20
1,12,14
1,9,17
1,4,22
2,5,18
5,6,14
3,5,17
4,5,16
5,8,12
3,4,18
2,6,17
3,6,16
3,9,13
4,8,13
2,9,14
3,8,14
4,9,12
2,3,20
2,4,19
2,5,25
3,4,25
3,5,24
5,6,21
5,9,18
5,13,14
5,8,19
3,5,18
5,8,13
5,9,12
4,5,17
2,5,19
4,5,18
5,6,16
5,9,13
5,8,14
2,5,20
3,5,19
2,6,24
2,9,21
3,8,21
6,8,18
2,12,18
6,12,14
6,9,17
4,6,22
2,13,17
3,13,16
2,14,16
3,9,20
4,9,19
4,8,20
3,12,17
4,12,16
2,4,26
2,3,27
2,8,22
2,3,21
2,6,18
3,6,17
4,6,16
6,8,12
4,9,13
3,9,14
4,8,14
2,4,20
2,8,16
3,4,19
2,4,21
3,6,18
6,8,13
6,9,12
4,6,17
2,6,19
2,12,13
4,9,14
2,9,16
3,4,20
2,8,17
3,8,16
2,3,22
8,15,23
12,15,23
14,15,22
9,15,23
15,16,20
15,17,19
1,15,26
1,15,27
5,15,25
6,15,25
13,15,21
3,15,25
14,15,20
8,15,25
12,15,22
5,15,26
9,15,22
4,15,27
2,15,28
14,15,21
15,17,18
6,15,24
13,15,22
9,15,24
15,16,19
8,15,24
15,18,20
15,16,21
12,15,21
2,15,26
15,18,19
6,15,26
13,15,20
15,17,20
4,15,26
3,15,27
1,22,23
1,23,24
1,21,23
5,21,23
2,23,24
8,18,23
6,20,23
12,14,23
9,17,23
4,22,23
5,18,23
5,22,23
5,20,23
5,17,23
5,19,23
2,21,23
6,17,23
9,14,23
3,20,23
4,19,23
6,21,23
9,18,23
13,14,23
8,19,23
12,18,21
13,17,21
14,16,21
4,21,23
3,21,23
8,21,22
6,18,23
13,18,20
14,18,19
16,17,18
4,18,23
6,16,23
6,19,23
9,13,23
13,16,22
12,13,23
14,17,20
8,14,23
9,20,22
9,16,23
4,20,23
12,19,20
2,20,23
8,17,23
12,17,22
8,16,23
3,22,23
2,22,23
3,19,23
1,9,29
1,20,25
1,21,25
1,17,25
1,22,25
1,19,25
1,13,28
1,8,30
1,14,27
1,12,29
1,21,24
1,14,28
1,18,27
1,12,28
1,16,28
1,19,26
1,20,24
1,22,24
1,9,30
1,13,29
1,16,26
1,18,26
1,13,27
1,20,26
1,17,27
3,5,30
2,6,30
4,6,29
2,8,29
5,16,25
5,20,24
5,13,25
5,18,25
5,17,25
3,18,25
8,13,25
9,12,25
4,17,25
2,19,25
4,21,24
6,19,24
12,13,24
9,16,24
8,17,24
3,22,24
6,21,22
9,19,21
8,20,21
12,16,21
2,21,25
6,12,25
4,14,25
2,16,25
9,18,22
4,18,25
12,18,19
2,18,25
6,14,25
6,17,25
6,16,25
13,14,22
9,13,25
13,16,20
13,17,19
9,14,25
14,16,19
8,14,25
12,17,20
3,20,25
2,20,25
3,17,25
4,16,25
4,19,25
3,19,25
8,12,25
8,19,22
5,9,28
5,6,30
4,5,30
5,8,29
5,17,24
5,8,28
5,14,27
5,12,28
5,19,22
5,18,24
5,16,24
5,19,24
5,21,22
5,9,29
5,12,26
5,9,27
5,6,29
5,13,27
5,14,26
5,20,22
5,16,26
6,8,28
2,12,28
2,9,30
3,8,30
3,6,30
6,9,27
3,13,26
2,13,27
2,14,26
4,9,29
4,12,26
3,12,27
4,18,24
6,16,24
9,13,24
8,14,24
2,20,24
3,19,24
3,21,22
6,9,28
2,13,28
3,12,28
6,18,22
2,18,26
4,9,28
6,13,27
6,14,26
4,13,28
3,14,28
3,9,28
8,9,28
4,20,22
3,17,26
2,17,27
4,16,26
3,16,27
8,16,22
4,8,28
8,12,26
13,16,21
9,20,21
12,17,21
3,21,24
2,21,24
6,18,24
13,18,19
12,18,20
3,18,24
6,17,24
13,17,20
8,13,24
9,14,24
14,16,20
14,17,19
9,12,24
9,19,22
4,20,24
3,20,24
8,20,22
4,17,24
8,16,24
12,16,22
4,19,24
2,22,24
2,19,24
13,18,21
9,18,21
16,18,19
8,18,21
6,20,21
13,14,21
14,19,20
14,17,21
12,14,21
9,17,21
16,17,20
4,21,22
8,19,21
12,19,21
4,6,30
2,8,30
6,8,29
4,13,26
3,13,27
3,14,26
2,14,27
8,9,26
4,12,27
2,12,29
14,18,20
17,18,19
3,18,26
8,18,22
6,8,27
3,9,29
4,8,29
2,12,27
6,13,26
6,20,22
6,12,27
6,19,22
13,19,20
8,13,26
12,13,22
4,14,27
12,14,22
9,19,20
9,17,22
9,16,22
9,12,26
2,9,29
12,16,20
16,17,19
4,17,26
2,17,26
8,17,22
3,16,26
2,16,27
2,19,26
3,8,29
13,15,23
15,17,23
15,20,21
14,15,23
15,19,22
15,17,21
15,16,22
15,20,22
15,16,23
15,18,21
15,19,21
15,18,22
15,19,20
15,17,22
1,15,28
5,15,24
4,15,25
12,15,24
9,15,25
13,15,24
14,15,24
5,15,27
3,15,26
2,15,27
8,15,26
1,23,25
5,23,24
4,23,24
6,22,23
9,19,23
8,20,23
12,16,23
2,23,25
14,18,23
6,23,24
13,19,23
12,20,23
3,23,24
17,18,21
13,21,22
9,21,23
16,19,21
8,21,23
16,18,22
12,18,23
13,17,23
13,16,23
14,20,22
14,16,23
9,20,23
17,19,20
12,17,23
3,23,25
8,22,23
14,18,21
13,19,21
12,20,21
13,18,22
14,17,22
12,19,22
14,21,22
16,20,21
17,19,21
13,18,23
18,19,20
17,18,22
14,17,23
9,22,23
16,19,22
12,19,23
18,20,21
16,18,21
13,20,21
14,20,21
14,19,21
9,21,22
16,17,21
12,21,22
14,18,22
17,18,20
16,18,20
12,18,22
13,20,22
13,17,22
13,19,22
14,16,22
14,19,22
16,19,20
12,20,22
16,17,22
1,19,24
1,5,31
1,3,32
1,18,25
1,24,25
1,17,26
1,16,27
1,6,31
1,4,32
1,22,26
1,19,27
1,21,26
2,18,24
6,14,24
3,17,24
4,16,24
8,12,24
2,4,31
5,14,25
5,22,24
5,20,25
5,19,25
5,21,24
5,21,25
6,13,25
2,17,25
3,16,25
6,21,24
9,18,24
13,14,24
8,19,24
4,21,25
3,21,25
6,18,25
6,19,25
12,13,25
9,16,25
4,20,25
8,17,25
8,16,25
3,22,25
2,22,25
8,21,24
8,18,24
6,20,24
6,22,24
13,16,24
12,14,24
9,20,24
9,17,24
9,19,24
8,20,24
12,17,24
12,16,24
4,22,24
2,24,25
8,18,25
6,20,25
12,14,25
9,17,25
4,22,25
5,13,26
5,12,27
3,5,31
2,5,31
5,18,26
5,17,26
6,12,26
4,13,27
4,14,26
3,14,27
8,9,27
2,16,26
2,6,31
3,4,31
2,3,32
2,21,26
3,13,28
2,14,28
4,12,28
2,18,27
6,14,27
6,17,26
9,14,26
3,20,26
3,17,27
4,16,27
4,19,26
8,12,27
18,19,21
17,20,21
4,18,26
6,16,26
9,13,26
8,14,26
2,20,26
3,19,26
7,11,28
7,11,29
10,11,28
10,11,27
1,11,30
11,16,25
5,11,29
4,11,30
2,11,30
6,11,29
8,11,28
11,13,26
11,12,27
3,11,30
11,14,26
4,11,29
11,15,26
11,22,23
1,11,31
11,20,24
11,18,25
11,17,25
11,21,24
11,22,24
11,19,24
11,19,25
9,11,28
11,13,27
11,16,26
2,7,31
1,3,33
1,2,34
1,5,32
1,8,31
1,6,32
1,4,33
4,5,31
2,5,32
3,6,31
3,4,32
2,4,32
2,3,33
7,10,29
7,15,27
5,7,30
7,20,25
7,8,30
6,7,30
7,12,28
7,14,28
7,17,26
7,16,27
7,18,26
7,9,29
7,8,29
7,23,24
7,23,25
1,7,32
3,7,31
7,21,25
7,22,25
5,7,31
7,14,27
4,7,31
2,7,32
7,13,28
7,20,26
7,17,27
7,19,26
10,15,26
2,10,30
10,17,25
5,10,30
5,10,29
8,10,28
3,10,30
9,10,28
10,13,27
10,14,26
4,10,30
8,10,29
6,10,29
10,12,27
10,23,24
1,10,31
10,21,24
10,18,25
10,19,25
10,20,24
10,22,24
10,20,25
2,10,31
10,14,27
10,17,26
10,16,26
1,15,29
12,15,25
3,15,28
2,15,29
4,15,28
6,15,28
9,15,26
8,15,27
3,15,29
1,23,26
4,23,25
2,23,26
1,17,28
1,14,30
1,12,30
1,16,29
1,18,28
1,20,28
1,22,27
1,24,26
1,21,27
1,13,30
1,17,29
1,14,29
3,9,30
4,8,30
5,22,25
3,24,25
6,21,25
9,18,25
13,14,25
8,19,25
5,13,28
5,8,30
5,12,29
5,14,28
5,18,27
5,16,28
5,19,26
5,9,30
5,13,29
5,20,26
5,17,27
6,12,28
4,14,28
2,16,28
6,9,30
2,13,30
3,12,30
4,9,30
4,13,29
3,14,29
8,9,29
3,21,26
2,21,27
6,13,28
2,17,28
3,16,28
6,18,26
3,18,28
6,17,27
8,13,28
9,14,27
9,12,28
4,20,26
3,20,27
4,17,28
8,16,26
4,19,27
2,22,26
2,19,28
4,21,26
6,8,30
2,12,30
6,12,29
4,14,29
2,16,29
4,18,27
3,13,29
2,14,29
4,12,29
6,9,29
6,16,27
6,19,26
9,13,27
12,13,26
2,13,29
8,14,27
9,16,26
2,20,27
8,17,26
3,22,26
3,19,27
3,12,29
15,21,23
15,18,23
